Species	Phylum	Order	Genus	TaxID	B12 synthesis	DMB synthesis	B7 synthesis	B3 synthesis	PABA synthesis
Bacillus coagulans	Firmicutes	Bacillales	Bacillus	1398	0	0	0	1	1
Methylomonas methanica	Proteobacteria	Methylococcales	Methylomonas	421	0	1	1	1	1
Mycobacterium triplex	Actinobacteria	Corynebacteriales	Mycobacterium	47839	1	1	0	1	0
Brevibacillus brevis	Firmicutes	Bacillales	Brevibacillus	1393	1	1	1	1	1
Escherichia albertii	Proteobacteria	Enterobacteriales	Escherichia	208962	0	0	1	1	1
Jonesia quinghaiensis	Actinobacteria	Micrococcales	Jonesia	262806	0	0	0	1	0
Methylosinus trichosporium	Proteobacteria	Rhizobiales	Methylosinus	426	1	1	1	1	0
uncultured bacterium	root	root	root	77133	1	1	1	1	1
Polaribacter irgensii	Bacteroidetes	Flavobacteriales	Polaribacter	531	0	0	0	0	1
alpha proteobacterium HIMB114	Proteobacteria	Pelagibacterales	root	684719	0	0	0	1	1
Pandoraea faecigallinarum	Proteobacteria	Burkholderiales	Pandoraea	656179	1	1	1	1	0
Pandoraea vervacti	Proteobacteria	Burkholderiales	Pandoraea	656178	1	1	1	1	0
Bacillus xiamenensis	Firmicutes	Bacillales	Bacillus	1178537	0	0	0	1	1
Pseudomonas kilonensis	Proteobacteria	Pseudomonadales	Pseudomonas	132476	1	1	1	1	1
Streptomyces alboniger	Actinobacteria	Streptomycetales	Streptomyces	132473	1	1	0	0	0
Bacillus sp. m3-13	Firmicutes	Bacillales	Bacillus	406124	0	0	0	1	1
Streptomyces pactum	Actinobacteria	Streptomycetales	Streptomyces	68249	1	1	0	1	0
Streptomyces griseoplanus	Actinobacteria	Streptomycetales	Streptomyces	66896	1	0	1	1	1
Streptomyces griseorubens	Actinobacteria	Streptomycetales	Streptomyces	66897	1	1	0	1	1
Paraglaciecola sp. S66	Proteobacteria	Alteromonadales	Paraglaciecola	1799789	0	0	1	1	1
Streptomyces sp. AS58	Actinobacteria	Streptomycetales	Streptomyces	1519489	1	1	0	1	0
Streptomyces sp. MMG1064	Actinobacteria	Streptomycetales	Streptomyces	1519488	1	1	0	0	0
Treponema caldarium	Spirochaetes	Spirochaetales	Treponema	215591	0	1	0	0	1
Streptomyces sp. XY593	Actinobacteria	Streptomycetales	Streptomyces	1519483	1	1	0	0	0
Streptomyces sp. XY58	Actinobacteria	Streptomycetales	Streptomyces	1519482	1	1	0	0	0
Streptomyces sp. XY533	Actinobacteria	Streptomycetales	Streptomyces	1519481	1	1	0	0	0
Streptomyces sp. XY511	Actinobacteria	Streptomycetales	Streptomyces	1519480	1	1	0	0	0
Streptomyces sp. H036	Actinobacteria	Streptomycetales	Streptomyces	1519487	1	1	0	0	0
Streptomyces sp. H021	Actinobacteria	Streptomycetales	Streptomyces	1519486	1	1	0	0	0
Streptomyces sp. IGB124	Actinobacteria	Streptomycetales	Streptomyces	1519485	1	1	0	0	0
Sphingomonas sanxanigenens	Proteobacteria	Sphingomonadales	Sphingomonas	397260	0	0	1	1	1
Propionispora sp. Iso2/2	Firmicutes	Selenomonadales	Propionispora	1677858	1	1	1	1	1
Pseudanabaena sp. PCC 6802	Cyanobacteria	Oscillatoriales	Pseudanabaena	118173	1	0	1	1	0
Arthrobacter sp. TB 26	Actinobacteria	Micrococcales	Arthrobacter	494420	0	0	0	1	0
Mycobacterium sp. EPa45	Actinobacteria	Corynebacteriales	Mycobacterium	1545728	1	1	0	1	0
Bacillus bataviensis	Firmicutes	Bacillales	Bacillus	220685	0	1	0	0	1
Bacillus vireti	Firmicutes	Bacillales	Bacillus	220686	0	0	0	1	1
Lutibaculum baratangense	Proteobacteria	Rhizobiales	Lutibaculum	1358440	0	0	0	0	1
Ruminococcus sp. NK3A76	Firmicutes	Clostridiales	Ruminococcus	877411	0	0	0	0	0
Erysipelotrichaceae bacterium NK3D112	Firmicutes	Erysipelotrichales	root	877415	0	0	0	0	0
Clostridiales bacterium NK3B98	Firmicutes	Clostridiales	root	877414	1	0	0	0	0
Pseudomonas sp. VLB120	Proteobacteria	Pseudomonadales	Pseudomonas	69328	1	1	1	1	1
Paenibacillus sp. SIT18	Firmicutes	Bacillales	Paenibacillus	1737426	0	0	0	1	1
Brucella pinnipedialis	Proteobacteria	Rhizobiales	Brucella	120576	1	1	1	0	0
Pseudonocardia sp. EC080619-01	Actinobacteria	Pseudonocardiales	Pseudonocardia	1096856	1	1	0	1	0
Sphingopyxis sp. C-1	Proteobacteria	Sphingomonadales	Sphingopyxis	262667	0	0	1	1	0
Acinetobacter beijerinckii	Proteobacteria	Pseudomonadales	Acinetobacter	262668	0	0	1	1	1
Raphidiopsis brookii	Cyanobacteria	Nostocales	Raphidiopsis	668331	0	0	1	1	0
Osedax symbiont Rs2	Proteobacteria	Oceanospirillales	root	1330035	1	1	1	0	1
Burkholderia lata	Proteobacteria	Burkholderiales	Burkholderia	482957	1	1	1	1	0
Osedax symbiont Rs1	Proteobacteria	Oceanospirillales	root	1330036	1	1	1	1	1
Burkholderia terrae	Proteobacteria	Burkholderiales	Burkholderia	311230	1	1	1	1	0
Burkholderia ginsengisoli	Proteobacteria	Burkholderiales	Burkholderia	311231	1	1	1	1	0
Psychrobacillus sp. FJAT-21963	Firmicutes	Bacillales	Psychrobacillus	1712028	0	0	0	0	1
Bacillus sp. FJAT-25509	Firmicutes	Bacillales	Bacillus	1712029	1	0	1	1	1
Vibrio sp. CAIM 1540	Proteobacteria	Vibrionales	Vibrio	1004326	0	0	1	0	1
Cupriavidus gilardii	Proteobacteria	Burkholderiales	Cupriavidus	82541	0	0	0	1	0
Cryptosporangium arvum	Actinobacteria	Frankiales	Cryptosporangium	80871	1	0	0	1	0
Roseobacter denitrificans	Proteobacteria	Rhodobacterales	Roseobacter	2434	1	1	0	0	1
Synechococcus sp. PCC 6312	Cyanobacteria	Chroococcales	Synechococcus	195253	1	0	1	1	1
Synechococcus sp. PCC 7336	Cyanobacteria	Chroococcales	Synechococcus	195250	1	0	1	1	0
Firmicutes bacterium ASF500	Firmicutes	root	root	1378168	0	0	0	0	0
Alicyclobacillus contaminans	Firmicutes	Bacillales	Alicyclobacillus	392016	1	1	0	1	1
Alicyclobacillus macrosporangiidus	Firmicutes	Bacillales	Alicyclobacillus	392015	1	0	0	1	1
Geobacter lovleyi	Proteobacteria	Desulfuromonadales	Geobacter	313985	1	1	0	1	0
Agrobacterium sp. JL28	Proteobacteria	Rhizobiales	Agrobacterium	1336742	1	1	1	1	1
Dehalogenimonas sp. WBC-2	Chloroflexi	root	Dehalogenimonas	943347	0	0	0	1	0
Nafulsella turpanensis	Bacteroidetes	Cytophagales	Nafulsella	1265690	0	0	1	1	1
Nocardia concava	Actinobacteria	Corynebacteriales	Nocardia	257281	1	1	1	1	0
Brachyspira pilosicoli	Spirochaetes	Brachyspirales	Brachyspira	52584	0	0	0	0	0
Hamadaea tsunoensis	Actinobacteria	Micromonosporales	Hamadaea	53368	0	0	0	1	0
Bradyrhizobium sp. LTSP849	Proteobacteria	Rhizobiales	Bradyrhizobium	1615890	1	1	0	1	0
Microbacterium yannicii	Actinobacteria	Micrococcales	Microbacterium	671622	0	0	0	1	0
Asanoa ferruginea	Actinobacteria	Micromonosporales	Asanoa	53367	1	1	1	1	1
Brevibacterium mcbrellneri	Actinobacteria	Micrococcales	Brevibacterium	53363	0	0	0	0	0
Arthrospira sp. PCC 8005	Cyanobacteria	Oscillatoriales	Arthrospira	376219	1	0	1	1	0
Mycobacterium obuense	Actinobacteria	Corynebacteriales	Mycobacterium	1807	1	1	0	1	0
Mycobacterium microti	Actinobacteria	Corynebacteriales	Mycobacterium	1806	1	1	0	1	0
Mycobacterium gilvum	Actinobacteria	Corynebacteriales	Mycobacterium	1804	1	1	0	1	0
Bosea sp. WAO	Proteobacteria	Rhizobiales	Bosea	406341	1	1	0	0	1
Mycobacterium chubuense	Actinobacteria	Corynebacteriales	Mycobacterium	1800	1	1	1	1	0
Lysinibacillus sp. BF-4	Firmicutes	Bacillales	Lysinibacillus	1473546	1	1	0	1	1
Burkholderia latens	Proteobacteria	Burkholderiales	Burkholderia	488446	1	1	1	1	0
Burkholderia contaminans	Proteobacteria	Burkholderiales	Burkholderia	488447	1	1	1	1	0
Ewingella americana	Proteobacteria	Enterobacteriales	Ewingella	41202	0	0	1	1	1
Dysgonomonas capnocytophagoides	Bacteroidetes	Bacteroidales	Dysgonomonas	45254	1	0	0	1	0
Peptoniphilus sp. 1-1	Firmicutes	Tissierellales	Peptoniphilus	875453	0	0	0	0	0
Bosea sp. AAP35	Proteobacteria	Rhizobiales	Bosea	1523417	1	1	0	0	1
Blastomonas sp. AAP25	Proteobacteria	Sphingomonadales	Blastomonas	1523416	0	1	1	1	0
Sediminicola sp. YIK13	Bacteroidetes	Flavobacteriales	Sediminicola	1453352	0	0	1	0	1
Novosphingobium sp. AAP1	Proteobacteria	Sphingomonadales	Novosphingobium	1523413	1	0	1	1	0
alpha proteobacterium AAP38	Proteobacteria	root	root	1523418	0	0	1	1	1
Pantoea sp. aB	Proteobacteria	Enterobacteriales	Pantoea	517433	0	0	1	1	1
Streptomyces griseoruber	Actinobacteria	Streptomycetales	Streptomyces	1943	1	1	0	1	0
Vibrio azureus	Proteobacteria	Vibrionales	Vibrio	512649	0	0	1	1	1
Synechococcus sp. CB0101	Cyanobacteria	Chroococcales	Synechococcus	232348	1	0	1	1	1
Halomonas alkaliantarctica	Proteobacteria	Oceanospirillales	Halomonas	232346	0	1	1	1	1
Sphingomonas echinoides	Proteobacteria	Sphingomonadales	Sphingomonas	59803	1	1	1	1	0
Desulfatiglans anilini	Proteobacteria	Desulfobacterales	Desulfatiglans	90728	0	0	1	1	1
Gillisia marina	Bacteroidetes	Flavobacteriales	Gillisia	1167637	0	0	0	0	1
Cupriavidus sp. amp6	Proteobacteria	Burkholderiales	Cupriavidus	388051	0	0	1	1	0
Anoxybacillus tepidamans	Firmicutes	Bacillales	Anoxybacillus	265948	1	0	1	1	1
Acaricomes phytoseiuli	Actinobacteria	Micrococcales	Acaricomes	291968	0	0	0	0	0
Mesorhizobium sp. SOD10	Proteobacteria	Rhizobiales	Mesorhizobium	1505946	1	1	1	1	1
Flavobacteria bacterium MS024-3C	Bacteroidetes	root	root	487797	0	0	0	0	0
Flavobacteria bacterium MS024-2A	Bacteroidetes	root	root	487796	0	0	0	0	0
Clostridium butyricum	Firmicutes	Clostridiales	Clostridium	1492	1	0	0	1	1
Clostridium cellulovorans	Firmicutes	Clostridiales	Clostridium	1493	1	0	0	1	1
Enterobacter ludwigii	Proteobacteria	Enterobacteriales	Enterobacter	299767	0	0	1	1	1
Clostridium cylindrosporum	Firmicutes	Clostridiales	Clostridium	1495	1	0	1	1	1
Peptoclostridium difficile	Firmicutes	Clostridiales	Peptoclostridium	1496	1	0	0	1	1
Bacillus cereus	Firmicutes	Bacillales	Bacillus	1396	0	0	1	1	1
Sphingobium quisquiliarum	Proteobacteria	Sphingomonadales	Sphingobium	538379	1	1	1	0	0
Gallaecimonas pentaromativorans	Proteobacteria	root	Gallaecimonas	584787	0	0	1	1	1
Brevibacterium ravenspurgense	Actinobacteria	Micrococcales	Brevibacterium	479117	0	0	0	0	0
Sinorhizobium arboris	Proteobacteria	Rhizobiales	Sinorhizobium	76745	1	1	1	1	0
Aeromonas tecta	Proteobacteria	Aeromonadales	Aeromonas	324617	0	0	0	1	1
Knoellia subterranea	Actinobacteria	Micrococcales	Knoellia	184882	1	1	0	1	1
Aneurinibacillus aneurinilyticus	Firmicutes	Bacillales	Aneurinibacillus	1391	1	1	1	1	1
Enterobacter sp. MGH86	Proteobacteria	Enterobacteriales	Enterobacter	1686390	0	0	1	1	1
Bacillus amyloliquefaciens	Firmicutes	Bacillales	Bacillus	1390	0	0	1	1	1
Prevotella histicola	Bacteroidetes	Bacteroidales	Prevotella	470565	0	0	0	1	0
bacterium LF-3	root	root	root	1504823	0	0	0	1	0
Alistipes obesi	Bacteroidetes	Bacteroidales	Alistipes	1118061	0	0	0	1	0
Mesorhizobium sp. LSJC268A00	Proteobacteria	Rhizobiales	Mesorhizobium	1287325	1	1	1	1	0
Mesorhizobium sp. LSJC269B00	Proteobacteria	Rhizobiales	Mesorhizobium	1287326	1	1	1	1	0
Porphyrobacter sp. HL-46	Proteobacteria	Sphingomonadales	Porphyrobacter	1479239	0	0	0	1	0
Oceanicaulis sp. HL-87	Proteobacteria	Rhodobacterales	Oceanicaulis	1479238	0	0	0	1	1
Mesorhizobium sp. LSJC265A00	Proteobacteria	Rhizobiales	Mesorhizobium	1287322	1	1	1	1	0
Actinomadura oligospora	Actinobacteria	Streptosporangiales	Actinomadura	111804	1	0	1	1	0
Halomonas sp. HL-48	Proteobacteria	Oceanospirillales	Halomonas	1479235	1	1	1	1	1
Marinobacter sp. HL-58	Proteobacteria	Alteromonadales	Marinobacter	1479237	0	1	1	1	1
Acidocella facilis	Proteobacteria	Rhodospirillales	Acidocella	525	1	1	1	1	0
Nocardiopsis sp. RV163	Actinobacteria	Streptosporangiales	Nocardiopsis	1661388	1	1	1	1	0
Bordetella pertussis	Proteobacteria	Burkholderiales	Bordetella	520	0	0	1	0	1
Bordetella avium	Proteobacteria	Burkholderiales	Bordetella	521	0	0	1	0	0
Acidiphilium angustum	Proteobacteria	Rhodospirillales	Acidiphilium	523	1	1	1	1	0
Micromonospora sp. RV43	Actinobacteria	Micromonosporales	Micromonospora	1661387	0	0	0	0	0
Rhodococcus sp. ARP2	Actinobacteria	Corynebacteriales	Rhodococcus	1661385	0	1	0	0	0
Pseudomonas sp. Leaf83	Proteobacteria	Pseudomonadales	Pseudomonas	1736239	1	1	1	1	1
Flavobacterium sp. Leaf82	Bacteroidetes	Flavobacteriales	Flavobacterium	1736238	0	0	1	0	1
Virgibacillus sp. SK-1	Firmicutes	Bacillales	Virgibacillus	1499679	0	0	0	0	1
Bacillus sp. FJAT-27251	Firmicutes	Bacillales	Bacillus	1684142	0	0	0	1	1
Lysobacter concretionis	Proteobacteria	Xanthomonadales	Lysobacter	262325	0	0	0	1	1
Bacillus sp. FJAT-27245	Firmicutes	Bacillales	Bacillus	1684144	0	0	0	0	1
Stanieria sp. NIES-3757	Cyanobacteria	Pleurocapsales	Stanieria	1807358	1	0	1	1	0
Rhizobium sp. Leaf68	Proteobacteria	Rhizobiales	Rhizobium	1736231	1	1	0	0	0
Sphingomonas sp. Leaf67	Proteobacteria	Sphingomonadales	Sphingomonas	1736230	0	0	1	1	0
Stenotrophomonas sp. Leaf70	Proteobacteria	Xanthomonadales	Stenotrophomonas	1736233	0	0	1	0	0
Arthrobacter sp. Leaf69	Actinobacteria	Micrococcales	Arthrobacter	1736232	0	0	0	1	0
Bacillus sp. Leaf75	Firmicutes	Bacillales	Bacillus	1736235	1	1	1	1	1
Paenibacillus sp. Leaf72	Firmicutes	Bacillales	Paenibacillus	1736234	1	0	0	1	1
Acidovorax sp. Leaf78	Proteobacteria	Burkholderiales	Acidovorax	1736237	1	0	1	1	0
Acidovorax sp. Leaf76	Proteobacteria	Burkholderiales	Acidovorax	1736236	1	0	1	1	0
Jonesia denitrificans	Actinobacteria	Micrococcales	Jonesia	43674	0	0	0	1	0
Roseivirga echinicomitans	Bacteroidetes	Cytophagales	Roseivirga	296218	0	0	1	0	1
Limnohabitans sp. Rim28	Proteobacteria	Burkholderiales	Limnohabitans	1100720	0	0	0	0	0
Glutamicibacter arilaitensis	Actinobacteria	Micrococcales	Glutamicibacter	256701	0	0	0	1	0
Pseudomonas vranovensis	Proteobacteria	Pseudomonadales	Pseudomonas	321661	1	1	1	1	1
Mycobacterium sp. 141	Actinobacteria	Corynebacteriales	Mycobacterium	1120797	1	0	1	1	0
Bifidobacterium kashiwanohense	Actinobacteria	Bifidobacteriales	Bifidobacterium	630129	0	0	0	1	0
[Eubacterium] yurii	Firmicutes	Clostridiales	Peptoclostridium	39498	1	0	0	0	0
Methylopila sp. 73B	Proteobacteria	Rhizobiales	Methylopila	1120792	1	1	1	1	0
[Eubacterium] siraeum	Firmicutes	Clostridiales	Ruminiclostridium	39492	0	0	0	1	0
Eubacterium ramulus	Firmicutes	Clostridiales	Eubacterium	39490	1	0	0	1	0
Agathobacter rectalis	Firmicutes	Clostridiales	Agathobacter	39491	1	0	0	1	0
Eubacterium ventriosum	Firmicutes	Clostridiales	Eubacterium	39496	0	0	0	1	0
Eubacterium xylanophilum	Firmicutes	Clostridiales	Eubacterium	39497	0	0	0	1	0
Apibacter mensalis	Bacteroidetes	Flavobacteriales	Apibacter	1586267	0	0	0	0	0
Halobacillus sp. BAB-2008	Firmicutes	Bacillales	Halobacillus	1246484	0	0	0	1	1
Nesterenkonia sp. NP1	Actinobacteria	Micrococcales	Nesterenkonia	1232429	0	0	0	0	0
Megasphaera massiliensis	Firmicutes	Selenomonadales	Megasphaera	1232428	1	0	0	1	0
Lachnospiraceae bacterium VE202-12	Firmicutes	Clostridiales	root	1232455	0	0	0	0	0
Paenibacillus sp. FSL H7-689	Firmicutes	Bacillales	Paenibacillus	1227349	0	0	0	1	1
Lysinibacillus sinduriensis	Firmicutes	Bacillales	Lysinibacillus	561440	1	0	0	0	1
Streptomyces kanamyceticus	Actinobacteria	Streptomycetales	Streptomyces	1967	1	1	0	1	0
Mariniradius saccharolyticus	Bacteroidetes	Cytophagales	Mariniradius	1245591	0	0	0	0	1
Halomonas anticariensis	Proteobacteria	Oceanospirillales	Halomonas	258591	1	1	1	1	1
Pseudomonas sp. SHC52	Proteobacteria	Pseudomonadales	Pseudomonas	984195	1	1	1	1	1
Sphingomonas sp. Leaf5	Proteobacteria	Sphingomonadales	Sphingomonas	1735671	0	0	1	1	0
Streptomyces vinaceus	Actinobacteria	Streptomycetales	Streptomyces	1960	0	1	0	0	0
Pseudomonas sp. GM102	Proteobacteria	Pseudomonadales	Pseudomonas	1144321	1	1	1	1	1
Bartonella tamiae	Proteobacteria	Rhizobiales	Bartonella	373638	1	1	0	0	0
Pseudorhodobacter antarcticus	Proteobacteria	Rhodobacterales	Pseudorhodobacter	1077947	1	1	0	0	1
Clostridium sp. SY8519	Firmicutes	Clostridiales	Clostridium	1042156	1	0	0	1	1
Afipia sp. P52-10	Proteobacteria	Rhizobiales	Afipia	1429916	0	0	0	1	1
Enterobacter sp. BIDMC99	Proteobacteria	Enterobacteriales	Enterobacter	1686398	0	0	1	1	1
uncultured sulfate-reducing bacterium	root	root	root	153939	0	0	0	0	0
Yersinia aleksiciae	Proteobacteria	Enterobacteriales	Yersinia	263819	1	0	1	1	1
Bacillus sp. CMAA 1185	Firmicutes	Bacillales	Bacillus	1385719	0	0	1	1	1
Marinomonas ushuaiensis	Proteobacteria	Oceanospirillales	Marinomonas	263818	1	0	0	1	1
Buttiauxella agrestis	Proteobacteria	Enterobacteriales	Buttiauxella	82977	1	0	1	1	1
Clostridium sp. CAG:299	Firmicutes	Clostridiales	Clostridium	1262792	0	0	0	1	0
Budvicia aquatica	Proteobacteria	Enterobacteriales	Budvicia	82979	1	0	0	0	0
Clavibacter michiganensis	Actinobacteria	Micrococcales	Clavibacter	28447	0	0	0	0	0
Pseudomonas sp. Chol1	Proteobacteria	Pseudomonadales	Pseudomonas	440512	0	1	1	1	1
Paenibacillus sp. JDR-2	Firmicutes	Bacillales	Paenibacillus	324057	0	1	1	1	1
Jiangella gansuensis	Actinobacteria	Jiangellales	Jiangella	281473	0	0	0	1	0
Burkholderia sp. YI23	Proteobacteria	Burkholderiales	Burkholderia	1097668	1	0	1	1	0
Bacteroides clarus	Bacteroidetes	Bacteroidales	Bacteroides	626929	1	0	1	1	0
Methylobacterium sp. ARG-1	Proteobacteria	Rhizobiales	Methylobacterium	1692501	1	1	1	1	1
Patulibacter medicamentivorans	Actinobacteria	Solirubrobacterales	Patulibacter	1097667	0	0	1	1	1
Nitrospira bacterium SG8_3	Nitrospirae	root	root	1704023	0	1	0	0	1
Nitrospira bacterium SG8_35_4	Nitrospirae	root	root	1704025	1	0	1	1	1
Nitrospira bacterium SG8_35_1	Nitrospirae	root	root	1704024	0	0	0	0	1
Planctomycetes bacterium SM23_25	Planctomycetes	root	root	1704028	0	0	0	0	0
Duganella zoogloeoides	Proteobacteria	Burkholderiales	Duganella	75659	1	1	1	1	0
Sphingobium sp. SYK-6	Proteobacteria	Sphingomonadales	Sphingobium	627192	0	0	1	1	0
Clostridium sp. C8	Firmicutes	Clostridiales	Clostridium	1667357	0	0	0	0	1
Anabaena sp. PCC 7108	Cyanobacteria	Nostocales	Anabaena	163908	1	0	1	1	0
Lachnoanaerobaculum sp. OBRC5-5	Firmicutes	Clostridiales	Lachnoanaerobaculum	936595	1	0	0	0	0
Mesorhizobium australicum	Proteobacteria	Rhizobiales	Mesorhizobium	536018	1	0	0	0	0
Yersinia wautersii	Proteobacteria	Enterobacteriales	Yersinia	1341643	0	0	1	1	1
Tsukamurella sunchonensis	Actinobacteria	Corynebacteriales	Tsukamurella	105579	1	1	0	1	0
Actinomyces slackii	Actinobacteria	Actinomycetales	Actinomyces	52774	0	0	0	0	0
Isosphaera pallida	Planctomycetes	Planctomycetales	Isosphaera	128	0	0	1	1	1
Verrucomicrobium sp. BvORR034	Verrucomicrobia	Verrucomicrobiales	Verrucomicrobium	1396418	0	0	1	1	1
Staphylococcus microti	Firmicutes	Bacillales	Staphylococcus	569857	0	0	0	0	1
Butyrivibrio sp. LB2008	Firmicutes	Clostridiales	Butyrivibrio	1408305	1	0	0	1	0
Butyrivibrio sp. FCS014	Firmicutes	Clostridiales	Butyrivibrio	1408304	0	0	0	0	0
Kurthia massiliensis	Firmicutes	Bacillales	Kurthia	1033739	1	0	1	1	1
Prevotella sp. FD3004	Bacteroidetes	Bacteroidales	Prevotella	1408309	1	0	0	1	0
Bacillus timonensis	Firmicutes	Bacillales	Bacillus	1033734	0	0	0	1	0
Bifidobacterium pseudolongum	Actinobacteria	Bifidobacteriales	Bifidobacterium	1694	0	0	0	0	0
Beggiatoa sp. PS	Proteobacteria	Thiotrichales	Beggiatoa	422289	0	0	1	1	0
Arthrobacter castelli	Actinobacteria	Micrococcales	Arthrobacter	271431	0	0	0	1	0
Pseudomonas sp. GM17	Proteobacteria	Pseudomonadales	Pseudomonas	1144323	1	1	1	1	1
Pseudomonas sp. GM18	Proteobacteria	Pseudomonadales	Pseudomonas	1144324	1	1	1	1	1
Bifidobacterium minimum	Actinobacteria	Bifidobacteriales	Bifidobacterium	1693	0	0	0	1	0
Cellulomonas carbonis	Actinobacteria	Micrococcales	Cellulomonas	1386092	0	0	0	0	0
Verminephrobacter aporrectodeae	Proteobacteria	Burkholderiales	Verminephrobacter	1110389	0	0	1	1	0
Bacillus sp. FJAT-21945	Firmicutes	Bacillales	Bacillus	1581033	0	0	0	0	1
Maritalea myrionectae	Proteobacteria	Rhizobiales	Maritalea	454601	1	0	0	1	0
Gracilimonas tropica	Bacteroidetes	Sphingobacteriales	Gracilimonas	454600	0	0	0	1	1
Spongiibacter tropicus	Proteobacteria	Cellvibrionales	Spongiibacter	454602	0	1	1	1	1
Streptomyces aurantiacus	Actinobacteria	Streptomycetales	Streptomyces	47760	1	1	0	1	0
Serratia sp. AS13	Proteobacteria	Enterobacteriales	Serratia	768493	0	0	1	1	1
Serratia sp. AS12	Proteobacteria	Enterobacteriales	Serratia	768490	0	0	1	1	1
Serratia sp. S4	Proteobacteria	Enterobacteriales	Serratia	768491	0	0	0	0	0
Stenotrophomonas panacihumi	Proteobacteria	Xanthomonadales	Stenotrophomonas	676599	0	0	1	0	0
Citrobacter sp. A1	Proteobacteria	Enterobacteriales	Citrobacter	1173691	1	0	1	1	1
Clostridium sp. DL-VIII	Firmicutes	Clostridiales	Clostridium	641107	1	0	0	1	0
Bradyrhizobium sp. S23321	Proteobacteria	Rhizobiales	Bradyrhizobium	335659	1	1	0	1	0
Capnocytophaga sp. CM59	Bacteroidetes	Flavobacteriales	Capnocytophaga	936370	0	0	1	0	1
Klebsiella quasipneumoniae	Proteobacteria	Enterobacteriales	Klebsiella	1463165	1	0	1	0	1
Mogibacterium sp. CM50	Firmicutes	Clostridiales	Mogibacterium	936375	0	0	0	0	0
Rhodospirillum centenum	Proteobacteria	Rhodospirillales	Rhodospirillum	34018	0	1	0	1	1
Winogradskyella psychrotolerans	Bacteroidetes	Flavobacteriales	Winogradskyella	1344585	0	0	0	0	1
Rubellimicrobium thermophilum	Proteobacteria	Rhodobacterales	Rubellimicrobium	295419	0	0	0	0	0
Thermobrachium celere	Firmicutes	Clostridiales	Thermobrachium	53422	1	0	0	1	1
Brevibacterium album	Actinobacteria	Micrococcales	Brevibacterium	417948	0	0	0	1	0
Gordonia hirsuta	Actinobacteria	Corynebacteriales	Gordonia	53427	1	0	0	1	0
Capnocytophaga sp. oral taxon 323	Bacteroidetes	Flavobacteriales	Capnocytophaga	1705617	0	0	1	0	0
Algoriphagus sp. NH1	Bacteroidetes	Cytophagales	Algoriphagus	1750590	0	0	0	0	1
Marinobacter psychrophilus	Proteobacteria	Alteromonadales	Marinobacter	330734	0	1	1	1	1
Pseudogulbenkiania ferrooxidans	Proteobacteria	Neisseriales	Pseudogulbenkiania	549169	1	1	1	1	1
Paenibacillus sp. ICGEB2008	Firmicutes	Bacillales	Paenibacillus	996640	1	0	0	1	1
Candidatus Burkholderia humilis	Proteobacteria	Burkholderiales	Burkholderia	1090471	1	1	0	1	0
Enterococcus casseliflavus	Firmicutes	Lactobacillales	Enterococcus	37734	0	0	0	0	1
Streptomyces erythrochromogenes	Actinobacteria	Streptomycetales	Streptomyces	285574	1	1	0	1	0
Lactobacillus kimchiensis	Firmicutes	Lactobacillales	Lactobacillus	993692	0	0	0	0	0
Fructobacillus tropaeoli	Firmicutes	Lactobacillales	Fructobacillus	709323	0	0	0	0	0
Candidatus Rickettsia asemboensis	Proteobacteria	Rickettsiales	Rickettsia	1068590	0	0	0	0	0
Rhodococcus sp. UNC363MFTsu5.1	Actinobacteria	Corynebacteriales	Rhodococcus	1449069	1	1	1	1	0
Legionella birminghamensis	Proteobacteria	Legionellales	Legionella	28083	0	0	1	1	1
Streptomyces sp. NBRC 110035	Actinobacteria	Streptomycetales	Streptomyces	1547867	1	1	0	1	0
Streptomyces regensis	Actinobacteria	Streptomycetales	Streptomyces	68263	1	1	0	1	0
Streptomyces regalis	Actinobacteria	Streptomycetales	Streptomyces	68262	1	1	0	1	0
Saprospira grandis	Bacteroidetes	Sphingobacteriales	Saprospira	1008	0	0	1	1	1
Marivirga tractuosa	Bacteroidetes	Cytophagales	Marivirga	1006	0	0	1	1	0
Streptomyces showdoensis	Actinobacteria	Streptomycetales	Streptomyces	68268	1	1	1	1	0
Ruminococcus faecis	Firmicutes	Clostridiales	Ruminococcus	592978	0	0	0	0	0
Microbacterium sp. C448	Actinobacteria	Micrococcales	Microbacterium	1177594	0	0	0	1	1
Altererythrobacter epoxidivorans	Proteobacteria	Sphingomonadales	Altererythrobacter	361183	0	0	0	1	0
Halomonas halodenitrificans	Proteobacteria	Oceanospirillales	Halomonas	28252	0	1	1	1	1
Streptomyces sp. NRRL B-3229	Actinobacteria	Streptomycetales	Streptomyces	1463836	1	1	0	1	0
Ornithobacterium rhinotracheale	Bacteroidetes	Flavobacteriales	Ornithobacterium	28251	0	0	1	0	0
Streptomyces sp. NRRL B-24484	Actinobacteria	Streptomycetales	Streptomyces	1463833	0	1	0	1	1
Burkholderia heleia	Proteobacteria	Burkholderiales	Burkholderia	634127	1	1	1	1	0
Streptomyces sp. NRRL B-5680	Actinobacteria	Streptomycetales	Streptomyces	1463838	0	1	0	0	0
Coprobacillus sp. D7	Firmicutes	Erysipelotrichales	Coprobacillus	556270	0	0	0	0	0
Lactobacillus jensenii	Firmicutes	Lactobacillales	Lactobacillus	109790	0	0	0	0	0
