Species	Phylum	Order	Genus	TaxID	B12 synthesis	DMB synthesis	B7 synthesis	B3 synthesis	PABA synthesis
Ferrimonas senticii	Proteobacteria	Alteromonadales	Ferrimonas	394566	0	0	1	1	1
Holdemania massiliensis	Firmicutes	Erysipelotrichales	Holdemania	1468449	0	0	0	0	0
Methylobacterium sp. WSM2598	Proteobacteria	Rhizobiales	Methylobacterium	398261	0	0	0	1	1
Thioalkalivibrio sp. HK1	Proteobacteria	Chromatiales	Thioalkalivibrio	1469245	0	0	0	0	0
Fibrisoma limi	Bacteroidetes	Cytophagales	Fibrisoma	663275	0	0	1	1	1
Erwinia iniecta	Proteobacteria	Enterobacteriales	Erwinia	1560201	0	0	1	1	1
Burkholderia megalochromosomata	Proteobacteria	Burkholderiales	Burkholderia	1399969	1	0	1	1	0
Francisella sp. TX077308	Proteobacteria	Thiotrichales	Francisella	573569	0	0	1	1	0
Paenibacillus sp. FSL R5-192	Firmicutes	Bacillales	Paenibacillus	1226754	0	0	0	1	1
Paenibacillus sp. FSL R7-269	Firmicutes	Bacillales	Paenibacillus	1226755	1	0	0	1	1
Methylomonas koyamae	Proteobacteria	Methylococcales	Methylomonas	702114	0	0	0	0	1
Novosphingobium sp. PP1Y	Proteobacteria	Sphingomonadales	Novosphingobium	702113	1	1	1	1	0
Pantoea stewartii	Proteobacteria	Enterobacteriales	Pantoea	66269	0	0	1	1	1
Nocardiopsis alkaliphila	Actinobacteria	Streptosporangiales	Nocardiopsis	225762	0	0	0	1	0
Fictibacillus gelatini	Firmicutes	Bacillales	Fictibacillus	225985	1	1	1	1	1
Nocardiopsis synnemataformans	Actinobacteria	Streptosporangiales	Nocardiopsis	61305	0	1	1	1	0
Serratia ficaria	Proteobacteria	Enterobacteriales	Serratia	61651	0	0	1	1	1
Vibrio sp. RC341	Proteobacteria	Vibrionales	Vibrio	675810	0	0	1	1	1
Lactobacillus sp. wkB10	Firmicutes	Lactobacillales	Lactobacillus	1545701	0	0	0	0	0
Lactobacillus sp. wkB8	Firmicutes	Lactobacillales	Lactobacillus	1545702	0	0	0	0	0
Sphingobacteriaceae bacterium DW12	Bacteroidetes	Sphingobacteriales	root	1550091	0	0	1	1	1
Chlorobium chlorochromatii	Chlorobi	Chlorobiales	Chlorobium	337090	0	1	1	1	0
Chryseobacterium gregarium	Bacteroidetes	Flavobacteriales	Chryseobacterium	456299	0	0	1	1	0
Actinomyces sp. S6-Spd3	Actinobacteria	Actinomycetales	Actinomyces	1284680	0	0	0	0	0
Enterobacter sp. DC3	Proteobacteria	Enterobacteriales	Enterobacter	1395579	1	0	1	1	1
Streptomyces sp. AcH 505	Actinobacteria	Streptomycetales	Streptomyces	352211	1	0	0	1	0
Streptomyces sp. Tu6071	Actinobacteria	Streptomycetales	Streptomyces	355249	1	1	0	1	0
Methylibium sp. YR605	Proteobacteria	Burkholderiales	Methylibium	1500265	1	0	1	1	0
Rhodococcus sp. RD6.2	Actinobacteria	Corynebacteriales	Rhodococcus	260936	1	1	1	1	0
Thermoactinomycetaceae bacterium GD1	Firmicutes	Bacillales	root	1329796	0	0	0	1	1
Saccharopolyspora rectivirgula	Actinobacteria	Pseudonocardiales	Saccharopolyspora	28042	1	1	0	1	0
Methylibium sp. CF059	Proteobacteria	Burkholderiales	Methylibium	1500261	0	0	1	1	0
Pseudomonas syringae group genomosp. 3	Proteobacteria	Pseudomonadales	Pseudomonas	251701	1	1	1	1	1
delta proteobacterium NaphS2	Proteobacteria	root	root	88274	1	1	1	1	1
Bacillus okuhidensis	Firmicutes	Bacillales	Bacillus	136160	0	0	1	1	1
Synechococcus sp. PCC 73109	Cyanobacteria	Chroococcales	Synechococcus	374982	0	0	1	1	0
alpha proteobacterium HIMB5	Proteobacteria	Pelagibacterales	root	859653	0	0	0	1	0
Streptomyces sp. CNT318	Actinobacteria	Streptomycetales	Streptomyces	1288079	0	1	0	1	0
Alistipes sp. CAG:268	Bacteroidetes	Bacteroidales	Alistipes	1262693	0	0	0	1	0
Gilvimarinus chinensis	Proteobacteria	Cellvibrionales	Gilvimarinus	396005	0	0	1	1	1
Streptococcus sanguinis	Firmicutes	Lactobacillales	Streptococcus	1305	1	0	0	0	0
Methylobacterium mesophilicum	Proteobacteria	Rhizobiales	Methylobacterium	39956	1	1	1	1	1
Bacillus sp. L_1B0_8	Firmicutes	Bacillales	Bacillus	1588630	0	0	1	1	1
Acinetobacter sp. CIP 51.11	Proteobacteria	Pseudomonadales	Acinetobacter	1144670	0	0	0	1	1
Maritimibacter alkaliphilus	Proteobacteria	Rhodobacterales	Maritimibacter	404236	1	0	0	1	1
Draconibacterium orientale	Bacteroidetes	Bacteroidales	Draconibacterium	1168034	1	0	0	1	0
Acinetobacter sp. CIP 53.82	Proteobacteria	Pseudomonadales	Acinetobacter	1144671	0	0	1	1	1
Streptomyces collinus	Actinobacteria	Streptomycetales	Streptomyces	42684	1	1	0	1	0
Cronobacter condimenti	Proteobacteria	Enterobacteriales	Cronobacter	1163710	0	0	1	1	1
Thiomicrospira chilensis	Proteobacteria	Thiotrichales	Thiomicrospira	63656	0	0	0	1	1
Eubacterium plexicaudatum	Firmicutes	Clostridiales	Eubacterium	97253	0	0	0	1	0
Acinetobacter sp. CIP A162	Proteobacteria	Pseudomonadales	Acinetobacter	1144674	0	0	1	1	1
Bradyrhizobium sp. WSM1417	Proteobacteria	Rhizobiales	Bradyrhizobium	754500	1	1	1	1	0
Chelativorans sp. BNC1	Proteobacteria	Rhizobiales	Chelativorans	266779	0	0	0	1	1
Psychroserpens sp. Hel_I_66	Bacteroidetes	Flavobacteriales	Psychroserpens	1250004	0	0	1	0	1
Rhodopirellula sp. SWK7	Planctomycetes	Planctomycetales	Rhodopirellula	595460	0	0	1	1	1
Chromohalobacter israelensis	Proteobacteria	Oceanospirillales	Chromohalobacter	141390	0	0	1	1	1
Pedobacter borealis	Bacteroidetes	Sphingobacteriales	Pedobacter	475254	0	0	1	1	1
Burkholderia sp. MSMB2157WGS	Proteobacteria	Burkholderiales	Burkholderia	1637928	1	1	1	1	0
Amycolatopsis benzoatilytica	Actinobacteria	Pseudonocardiales	Amycolatopsis	346045	1	1	0	1	0
bacterium BRH_c32	root	root	root	1734400	0	0	0	1	0
Citrobacter sp. BIDMC107	Proteobacteria	Enterobacteriales	Citrobacter	1686384	1	0	1	1	1
Enterobacter sp. BWH63	Proteobacteria	Enterobacteriales	Enterobacter	1686387	0	0	1	1	1
Enterobacter sp. BWH52	Proteobacteria	Enterobacteriales	Enterobacter	1686386	0	0	1	1	1
Rhodococcus rhodochrous	Actinobacteria	Corynebacteriales	Rhodococcus	1829	1	1	1	1	0
Rhodococcus fascians	Actinobacteria	Corynebacteriales	Rhodococcus	1828	1	1	1	1	0
Alphaproteobacteria bacterium BRH_c36	Proteobacteria	root	root	1734406	0	0	1	1	1
Sphingomonadales bacterium BRH_c42	Proteobacteria	Sphingomonadales	root	1734407	0	0	0	0	0
Sphingomonadales bacterium BRH_c3	Proteobacteria	Sphingomonadales	root	1734408	0	0	0	0	0
[Clostridium] methylpentosum	Firmicutes	Clostridiales	Ruminiclostridium	84026	0	0	0	1	0
candidate division Zixibacteria bacterium SM23_81	candidate division Zixibacteria	root	root	1703428	0	1	0	1	0
Clostridium aceticum	Firmicutes	Clostridiales	Clostridium	84022	1	1	1	1	1
Nocardia otitidiscaviarum	Actinobacteria	Corynebacteriales	Nocardia	1823	1	1	1	1	0
Hyphomonas oceanitis	Proteobacteria	Rhodobacterales	Hyphomonas	81033	0	0	0	1	0
Hyphomonas johnsonii	Proteobacteria	Rhodobacterales	Hyphomonas	81031	0	0	0	1	1
Psychrobacter sp. ENNN9_III	Proteobacteria	Pseudomonadales	Psychrobacter	1254334	0	0	1	1	1
Pseudoalteromonas elyakovii	Proteobacteria	Alteromonadales	Pseudoalteromonas	81037	0	0	1	1	1
Bacillus fordii	Firmicutes	Bacillales	Bacillus	254759	0	0	0	1	1
Pseudomonas sp. KG01	Proteobacteria	Pseudomonadales	Pseudomonas	1674920	1	1	1	1	1
Labrenzia sp. CP4	Proteobacteria	Rhodobacterales	Labrenzia	1674922	1	1	0	1	1
Siccibacter colletis	Proteobacteria	Enterobacteriales	Siccibacter	1505757	0	0	1	1	1
Bacillus farraginis	Firmicutes	Bacillales	Bacillus	254757	0	0	0	0	1
Virgibacillus sp. SK37	Firmicutes	Bacillales	Virgibacillus	403957	0	0	1	0	1
Streptomyces phaeochromogenes	Actinobacteria	Streptomycetales	Streptomyces	1923	1	1	0	0	0
Halobacillus sp. BBL2006	Firmicutes	Bacillales	Halobacillus	1543706	0	0	0	1	1
Streptomyces reticuli	Actinobacteria	Streptomycetales	Streptomyces	1926	1	1	0	1	0
Streptomyces rimosus	Actinobacteria	Streptomycetales	Streptomyces	1927	1	1	1	1	0
Citromicrobium sp. WPS32	Proteobacteria	Sphingomonadales	Citromicrobium	1634517	0	0	0	1	0
Citromicrobium sp. JL477	Proteobacteria	Sphingomonadales	Citromicrobium	1634516	0	0	0	1	0
Mollicutes bacterium HR2	Tenericutes	root	root	1541960	0	0	0	1	0
Bradyrhizobium sp. th.b2	Proteobacteria	Rhizobiales	Bradyrhizobium	172088	1	1	1	1	0
Synechococcus sp. CB0205	Cyanobacteria	Chroococcales	Synechococcus	232363	1	0	1	1	1
Microbacterium paraoxydans	Actinobacteria	Micrococcales	Microbacterium	199592	0	0	0	1	1
Planktothrix prolifica	Cyanobacteria	Oscillatoriales	Planktothrix	54307	0	0	0	0	0
Pleurocapsa minor	Cyanobacteria	Pleurocapsales	Pleurocapsa	54308	1	0	1	1	0
Bacillus infantis NRRL B-14911	Firmicutes	Bacillales	Bacillus	1367477	0	0	0	1	1
Gordonia sp. HS-NH1	Actinobacteria	Corynebacteriales	Gordonia	1435068	1	0	1	0	0
Streptomyces monomycini	Actinobacteria	Streptomycetales	Streptomyces	371720	0	1	1	1	0
Thioalkalivibrio sp. ALJT	Proteobacteria	Chromatiales	Thioalkalivibrio	1158146	0	1	1	1	1
Sulfurospirillum sp. MES	Proteobacteria	Campylobacterales	Sulfurospirillum	1565314	0	0	1	1	1
Microbacterium sp. CCH5-D1	Actinobacteria	Micrococcales	Microbacterium	1768780	0	0	0	0	0
Exiguobacterium sp. AT1b	Firmicutes	Bacillales	Exiguobacterium	360911	0	0	0	1	1
Agrobacterium sp. 10MFCol1.1	Proteobacteria	Rhizobiales	Agrobacterium	1150775	0	1	0	0	0
Propionibacterium humerusii	Actinobacteria	Propionibacteriales	Propionibacterium	1050843	1	1	0	1	0
Lactobacillus apis	Firmicutes	Lactobacillales	Lactobacillus	303541	0	0	0	0	0
Chlamydia pneumoniae	Chlamydiae	Chlamydiales	Chlamydia	83558	0	0	1	0	0
Burkholderia sp. RPE64	Proteobacteria	Burkholderiales	Burkholderia	758793	1	0	1	1	0
Chlamydia psittaci	Chlamydiae	Chlamydiales	Chlamydia	83554	0	0	1	0	0
Chlamydophila abortus	Chlamydiae	Chlamydiales	Chlamydophila	83555	0	0	0	0	0
Parachlamydia acanthamoebae	Chlamydiae	Chlamydiales	Parachlamydia	83552	0	0	1	0	1
Burkholderia sp. RPE67	Proteobacteria	Burkholderiales	Burkholderia	758796	1	0	1	1	0
Vitreoscilla stercoraria	Proteobacteria	Neisseriales	Vitreoscilla	61	0	0	0	1	0
Lysobacter enzymogenes	Proteobacteria	Xanthomonadales	Lysobacter	69	0	0	1	0	1
Microbispora sp. ATCC PTA-5024	Actinobacteria	Streptosporangiales	Microbispora	316330	1	0	1	1	0
Streptomyces sp. IMTB 1903	Actinobacteria	Streptomycetales	Streptomyces	1776680	0	1	0	0	0
Mesorhizobium sp. LSHC440B00	Proteobacteria	Rhizobiales	Mesorhizobium	1287308	1	1	1	1	0
Mesorhizobium sp. LSHC440A00	Proteobacteria	Rhizobiales	Mesorhizobium	1287307	1	1	1	1	0
Alteromonadales bacterium TW-7	Proteobacteria	Alteromonadales	root	156578	0	0	1	1	1
Methylobacterium sp. B34	Proteobacteria	Rhizobiales	Methylobacterium	95563	0	1	0	0	0
Mesorhizobium sp. LSHC432A00	Proteobacteria	Rhizobiales	Mesorhizobium	1287303	1	1	0	0	0
Clostridia bacterium UC5.1-1D10	Firmicutes	root	root	1697787	0	0	1	0	0
Marinobacter excellens	Proteobacteria	Alteromonadales	Marinobacter	218670	0	1	1	1	1
Succinivibrio dextrinosolvens	Proteobacteria	Aeromonadales	Succinivibrio	83771	0	0	1	1	0
Kingella denitrificans	Proteobacteria	Neisseriales	Kingella	502	0	0	0	0	1
Legionella oakridgensis	Proteobacteria	Legionellales	Legionella	29423	0	0	1	1	1
Thermomicrobium roseum	Chloroflexi	Thermomicrobiales	Thermomicrobium	500	0	0	0	1	0
Yersinia enterocolitica	Proteobacteria	Enterobacteriales	Yersinia	630	1	0	1	1	1
Yersinia intermedia	Proteobacteria	Enterobacteriales	Yersinia	631	1	0	1	1	1
Yersinia pestis	Proteobacteria	Enterobacteriales	Yersinia	632	0	0	1	1	1
uncultured cyanobacterium	Cyanobacteria	root	root	1211	0	0	0	0	0
Yersinia bercovieri	Proteobacteria	Enterobacteriales	Yersinia	634	1	0	1	1	1
Microbacterium sp. UCD-TDU	Actinobacteria	Micrococcales	Microbacterium	1247714	0	0	0	1	1
Edwardsiella tarda	Proteobacteria	Enterobacteriales	Edwardsiella	636	1	0	1	0	1
Rhodococcus sp. 29MFTsu3.1	Actinobacteria	Corynebacteriales	Rhodococcus	1150676	0	1	0	0	0
Arsenophonus nasoniae	Proteobacteria	Enterobacteriales	Arsenophonus	638	0	0	1	1	1
Paenibacillus sp. HW567	Firmicutes	Bacillales	Paenibacillus	1034769	1	0	0	1	1
Prochlorococcus marinus	Cyanobacteria	Prochlorales	Prochlorococcus	1219	1	0	1	1	1
Pseudomonas sp. ADP	Proteobacteria	root	root	47660	1	1	1	1	1
Burkholderia sp. PAMC 26561	Proteobacteria	Burkholderiales	Burkholderia	1795043	1	1	1	1	0
Zhongshania aliphaticivorans	Proteobacteria	Cellvibrionales	Zhongshania	1470434	1	1	1	1	1
Bacillus axarquiensis	Firmicutes	Bacillales	Bacillus	279144	0	0	1	1	1
Bacillus malacitensis	Firmicutes	Bacillales	Bacillus	279143	0	1	1	1	1
Streptomyces cattleya	Actinobacteria	Streptomycetales	Streptomyces	29303	1	1	0	1	0
Clostridia bacterium UC5.1-1E11	Firmicutes	root	root	1697793	0	0	0	0	0
Firmicutes bacterium CAG:102	Firmicutes	root	root	1262998	0	0	0	1	0
Firmicutes bacterium CAG:65	Firmicutes	root	root	1262994	1	0	0	0	0
Firmicutes bacterium CAG:646	Firmicutes	root	root	1262995	1	0	0	1	0
Firmicutes bacterium CAG:791	Firmicutes	root	root	1262993	0	0	0	0	0
Firmicutes bacterium CAG:882	Firmicutes	root	root	1262991	0	0	0	0	0
Dokdonia sp. 4H-3-7-5	Bacteroidetes	Flavobacteriales	Dokdonia	983548	0	0	1	0	1
Pedobacter sp. R20-19	Bacteroidetes	Sphingobacteriales	Pedobacter	1270196	0	0	0	1	1
Flavobacterium sp. KJJ	Bacteroidetes	Flavobacteriales	Flavobacterium	1270193	0	1	1	0	1
Candidatus Thioglobus autotrophica	Proteobacteria	root	root	1705394	0	0	1	1	0
Glaciecola sp. 4H-3-7+YE-5	Proteobacteria	Alteromonadales	Glaciecola	983545	0	0	1	1	1
Lacinutrix sp. 5H-3-7-4	Bacteroidetes	Flavobacteriales	Lacinutrix	983544	0	0	1	0	1
Chryseobacterium sp. ERMR1:04	Bacteroidetes	Flavobacteriales	Chryseobacterium	1705393	0	0	1	1	0
Methylobacterium sp. Leaf102	Proteobacteria	Rhizobiales	Methylobacterium	1736253	1	1	1	1	1
Sulfuricella sp. T08	Proteobacteria	Sulfuricellales	Sulfuricella	1632857	0	0	1	1	1
Thermotoga sp. RQ2	Thermotogae	Thermotogales	Thermotoga	126740	0	1	0	0	0
Methylobacterium sp. Leaf94	Proteobacteria	Rhizobiales	Methylobacterium	1736250	1	1	1	1	1
Methylobacterium sp. Leaf111	Proteobacteria	Rhizobiales	Methylobacterium	1736257	1	1	1	1	1
Methylobacterium sp. Leaf108	Proteobacteria	Rhizobiales	Methylobacterium	1736256	1	1	1	1	1
Methylobacterium sp. Leaf106	Proteobacteria	Rhizobiales	Methylobacterium	1736255	1	1	1	1	1
Methylobacterium sp. Leaf104	Proteobacteria	Rhizobiales	Methylobacterium	1736254	1	1	1	1	0
Methylobacterium sp. Leaf113	Proteobacteria	Rhizobiales	Methylobacterium	1736259	1	1	1	1	1
Methylobacterium sp. Leaf112	Proteobacteria	Rhizobiales	Methylobacterium	1736258	1	1	1	1	1
Pseudomonas sp. Eur1 9.41	Proteobacteria	Pseudomonadales	Pseudomonas	378534	0	1	1	0	1
Helicobacter heilmannii	Proteobacteria	Campylobacterales	Helicobacter	35817	0	0	1	1	0
Bordetella holmesii	Proteobacteria	Burkholderiales	Bordetella	35814	0	0	0	0	0
Arsukibacterium sp. MJ3	Proteobacteria	Chromatiales	Arsukibacterium	1632859	0	0	1	1	1
Ruegeria lacuscaerulensis	Proteobacteria	Rhodobacterales	Ruegeria	55218	1	1	1	1	0
Flammeovirgaceae bacterium 311	Bacteroidetes	Cytophagales	root	1257021	0	0	1	1	1
Streptococcus dentisani	Firmicutes	Lactobacillales	Streptococcus	1458253	0	0	0	0	0
Rhodococcus pyridinivorans	Actinobacteria	Corynebacteriales	Rhodococcus	103816	1	1	1	0	0
Riemerella columbina	Bacteroidetes	Flavobacteriales	Riemerella	103810	0	0	0	0	0
Rhodococcus sp. Chr-9	Actinobacteria	Corynebacteriales	Rhodococcus	713612	1	1	1	1	0
Mycobacterium yongonense 05-1390	Actinobacteria	Corynebacteriales	Mycobacterium	1138871	1	1	0	1	0
Selenomonas sputigena	Firmicutes	Selenomonadales	Selenomonas	69823	1	0	1	0	1
Porphyromonas macacae	Bacteroidetes	Bacteroidales	Porphyromonas	28115	1	0	1	1	0
Porphyromonas levii	Bacteroidetes	Bacteroidales	Porphyromonas	28114	1	1	1	1	0
Alistipes putredinis	Bacteroidetes	Bacteroidales	Alistipes	28117	0	0	0	1	0
Bacteroides ovatus	Bacteroidetes	Bacteroidales	Bacteroides	28116	0	0	1	1	0
Bacteroides eggerthii	Bacteroidetes	Bacteroidales	Bacteroides	28111	0	0	1	1	0
Francisella philomiragia	Proteobacteria	Thiotrichales	Francisella	28110	0	0	1	1	0
Tannerella forsythia	Bacteroidetes	Bacteroidales	Tannerella	28112	1	0	0	1	0
Pseudoalteromonas sp. H105	Proteobacteria	Alteromonadales	Pseudoalteromonas	1348393	0	0	1	1	1
Odoribacter splanchnicus	Bacteroidetes	Bacteroidales	Odoribacter	28118	1	0	1	1	0
Pseudoalteromonas sp. H71	Proteobacteria	Alteromonadales	Pseudoalteromonas	1348395	0	0	1	1	1
Pseudoalteromonas sp. H100	Proteobacteria	Alteromonadales	Pseudoalteromonas	1348394	0	0	1	1	1
Streptomyces sp. AA0539	Actinobacteria	Streptomycetales	Streptomyces	1210045	0	0	0	1	0
Mycobacterium cosmeticum	Actinobacteria	Corynebacteriales	Mycobacterium	258533	1	1	1	1	0
Halonatronum saccharophilum	Firmicutes	Halanaerobiales	Halonatronum	150060	0	1	1	1	1
Enhygromyxa salina	Proteobacteria	Myxococcales	Enhygromyxa	215803	0	0	1	1	1
Actinoalloteichus cyanogriseus	Actinobacteria	Pseudonocardiales	Actinoalloteichus	65497	0	0	1	1	0
Ketogulonicigenium vulgare	Proteobacteria	Rhodobacterales	Ketogulonicigenium	92945	0	0	0	0	1
Thermincola ferriacetica	Firmicutes	Clostridiales	Thermincola	281456	1	1	1	1	1
uncultured Pseudomonas sp.	Proteobacteria	Pseudomonadales	Pseudomonas	114707	0	0	0	0	0
Anoxybacillus thermarum	Firmicutes	Bacillales	Anoxybacillus	404937	1	0	1	1	1
Arthrobacter sp. ERGS1:01	Actinobacteria	Micrococcales	Arthrobacter	1704044	0	0	1	1	0
blood disease bacterium R229	Proteobacteria	Burkholderiales	Ralstonia	741978	0	0	1	1	0
Neisseria sp. 74A18	Proteobacteria	Neisseriales	Neisseria	1696094	0	0	1	0	0
Streptomyces sp. WMMB 322	Actinobacteria	Streptomycetales	Streptomyces	1286821	1	1	0	1	0
Streptomyces sp. WMMB 714	Actinobacteria	Streptomycetales	Streptomyces	1286822	1	1	0	1	0
Carnobacterium pleistocenium	Firmicutes	Lactobacillales	Carnobacterium	181073	0	0	0	0	1
Clostridium sp. HGF2	Firmicutes	Clostridiales	Clostridium	908340	0	0	0	1	1
Proteocatella sphenisci	Firmicutes	Clostridiales	Proteocatella	181070	1	0	0	0	0
Megasphaera sp. MJR9396C	Firmicutes	Selenomonadales	Megasphaera	1603888	1	0	0	1	1
Alistipes sp. HGB5	Bacteroidetes	Bacteroidales	Alistipes	908612	0	1	0	1	0
Sphingobium chlorophenolicum	Proteobacteria	Sphingomonadales	Sphingobium	46429	1	1	1	1	0
Corynebacterium sp. CMW7794	Actinobacteria	Corynebacteriales	Corynebacterium	1603887	0	0	0	0	0
Oscillochloris trichoides	Chloroflexi	Chloroflexales	Oscillochloris	104176	1	0	0	1	0
Derxia gummosa	Proteobacteria	Burkholderiales	Derxia	203699	0	0	1	1	0
Ruminococcus torques CAG:61	Firmicutes	Clostridiales	Ruminococcus	1263108	1	0	0	0	0
Idiomarinaceae bacterium HL-53	Proteobacteria	Alteromonadales	root	1298881	0	0	1	1	1
Streptococcus infantarius	Firmicutes	Lactobacillales	Streptococcus	102684	0	0	0	1	0
Streptomyces sp. SS	Actinobacteria	Streptomycetales	Streptomyces	260742	0	1	0	1	0
Herbaspirillum sp. TSA66	Proteobacteria	Burkholderiales	Herbaspirillum	709839	0	0	1	1	0
Ruminococcus gnavus CAG:126	Firmicutes	Clostridiales	Ruminococcus	1263106	1	0	0	1	0
Ruminococcus obeum CAG:39	Firmicutes	Clostridiales	Ruminococcus	1263107	1	0	0	1	1
Roseburia intestinalis CAG:13	Firmicutes	Clostridiales	Roseburia	1263104	1	0	0	1	0
Roseburia inulinivorans CAG:15	Firmicutes	Clostridiales	Roseburia	1263105	1	0	0	1	0
Corynebacterium efficiens	Actinobacteria	Corynebacteriales	Corynebacterium	152794	0	0	0	1	0
Pseudoramibacter alactolyticus	Firmicutes	Clostridiales	Pseudoramibacter	113287	1	1	0	1	0
Streptomyces sp. TAA486	Actinobacteria	Streptomycetales	Streptomyces	1298880	1	1	0	1	0
Helicobacter sp. MIT 03-1616	Proteobacteria	Campylobacterales	Helicobacter	1548148	0	0	1	1	0
Helicobacter sp. MIT 05-5293	Proteobacteria	Campylobacterales	Helicobacter	1548149	0	0	1	1	0
Geobacillus sp. Y412MC61	Firmicutes	Bacillales	Geobacillus	544556	1	0	1	1	1
Helicobacter sp. MIT 03-1614	Proteobacteria	Campylobacterales	Helicobacter	1548147	0	0	1	1	0
Serratia sp. FS14	Proteobacteria	Enterobacteriales	Serratia	1327989	0	0	1	1	1
Azonexus hydrophilus	Proteobacteria	Rhodocyclales	Azonexus	418702	0	1	1	1	0
Pseudomonas sp. EGD-AK9	Proteobacteria	Pseudomonadales	Pseudomonas	1386078	1	1	1	1	1
Alcaligenes sp. EGD-AK7	Proteobacteria	Burkholderiales	Alcaligenes	1386079	0	0	1	1	1
Cyanothece sp. PCC 8801	Cyanobacteria	Chroococcales	Cyanothece	41431	1	0	1	1	0
Kangiella geojedonensis	Proteobacteria	Oceanospirillales	Kangiella	914150	0	0	1	1	1
Acidovorax sp. JHL-3	Proteobacteria	Burkholderiales	Acidovorax	1276755	0	1	1	1	1
Acidovorax sp. JHL-9	Proteobacteria	Burkholderiales	Acidovorax	1276756	0	1	1	1	0
Desulfomicrobium orale DSM 12838	Proteobacteria	Desulfovibrionales	Desulfomicrobium	888061	1	0	0	1	0
Streptococcus oligofermentans	Firmicutes	Lactobacillales	Streptococcus	195041	0	0	0	0	0
Acinetobacter seifertii	Proteobacteria	Pseudomonadales	Acinetobacter	1530123	0	0	1	1	1
Bradyrhizobium sp. ORS 375	Proteobacteria	Rhizobiales	Bradyrhizobium	566679	1	1	1	1	0
Mangrovibacter sp. MFB070	Proteobacteria	Enterobacteriales	Mangrovibacter	1224318	1	0	1	1	1
Porphyrobacter cryptus	Proteobacteria	Sphingomonadales	Porphyrobacter	196588	0	0	0	1	0
Yaniella halotolerans	Actinobacteria	Micrococcales	Yaniella	225453	0	0	0	1	0
Nocardiopsis lucentensis	Actinobacteria	Streptosporangiales	Nocardiopsis	53441	0	1	1	1	0
Blautia hydrogenotrophica	Firmicutes	Clostridiales	Blautia	53443	1	0	0	0	1
Pseudomonas sp. HMSC05H02	Proteobacteria	Pseudomonadales	Pseudomonas	1581118	1	1	1	1	1
Clostridium diolis	Firmicutes	Clostridiales	Clostridium	223919	0	0	0	1	0
Pseudomonas chloritidismutans	Proteobacteria	Pseudomonadales	Pseudomonas	203192	1	1	1	1	1
Haloplasma contractile	root	Haloplasmatales	Haloplasma	471825	0	0	0	1	0
Candidatus Desulforudis audaxviator	Firmicutes	Clostridiales	Candidatus Desulforudis	471827	1	0	1	1	1
Aggregatibacter aphrophilus	Proteobacteria	Pasteurellales	Aggregatibacter	732	0	0	1	0	0
Streptomyces ossamyceticus	Actinobacteria	Streptomycetales	Streptomyces	249581	1	1	0	1	0
Pseudomonas sp. NBRC 111133	Proteobacteria	Pseudomonadales	Pseudomonas	1661048	0	1	0	0	1
Gordonia rhizosphera	Actinobacteria	Corynebacteriales	Gordonia	83341	1	0	1	1	0
Gallibacterium anatis	Proteobacteria	Pasteurellales	Gallibacterium	750	0	0	1	0	0
Thioalkalivibrio sp. ALJ24	Proteobacteria	Chromatiales	Thioalkalivibrio	545276	1	1	1	1	1
Porphyromonas gingivicanis	Bacteroidetes	Bacteroidales	Porphyromonas	266762	0	0	1	1	0
[Pasteurella] pneumotropica	Proteobacteria	Pasteurellales	Pasteurella	758	0	0	1	0	0
Kurthia sp. 11kri321	Firmicutes	Bacillales	Kurthia	1750719	1	0	0	1	1
Mycobacterium farcinogenes	Actinobacteria	Corynebacteriales	Mycobacterium	1802	1	1	1	1	0
Microscilla marina	Bacteroidetes	Cytophagales	Microscilla	1027	0	0	1	0	0
Micromonospora purpureochromogenes	Actinobacteria	Micromonosporales	Micromonospora	47872	0	0	0	1	0
Micromonospora rosaria	Actinobacteria	Micromonosporales	Micromonospora	47874	1	1	1	1	0
Pseudomonas amygdali	Proteobacteria	Pseudomonadales	Pseudomonas	47877	1	1	1	1	1
